0.000000 0
0.001042 0
0.002083 0
0.003125 0
0.004167 0
0.005208 0
0.006250 0
0.007292 0
0.008333 0
0.009375 0
0.010417 0
0.011458 0
0.012500 0
0.013542 0
0.014583 0
0.015625 0
0.016667 0
0.017708 0
0.018750 0
0.019792 0
0.020833 0
0.021875 0
0.022917 0
0.023958 0
0.025000 0
0.026042 0
0.027083 0
0.028125 0
0.029167 0
0.030208 0
0.031250 0
0.032292 0
0.033333 0
0.034375 0
0.035417 0
0.036458 0
0.037500 0
0.038542 0
0.039583 0
0.040625 0
0.041667 0
0.042708 0
0.043750 0
0.044792 0
0.045833 0
0.046875 0
0.047917 0
0.048958 0
0.050000 0
0.051042 0
0.052083 0
0.053125 0
0.054167 0
0.055208 0
0.056250 0
0.057292 0
0.058333 0
0.059375 0
0.060417 0
0.061458 0
0.062500 0
0.063542 0
0.064583 0
0.065625 0
0.066667 0
0.067708 0
0.068750 0
0.069792 0
0.070833 0
0.071875 0
0.072917 0
0.073958 0
0.075000 0
0.076042 0
0.077083 0
0.078125 0
0.079167 0
0.080208 0
0.081250 0
0.082292 0
0.084375 -289
0.085417 -287
0.086458 -191
0.087500 -276
0.088542 -150
0.089583 -230
0.090625 -92
0.091667 45
0.092708 -277
0.093750 -185
0.094792 -320
0.095833 -426
0.096875 -81
0.097917 -166
0.098958 49
0.100000 -9
0.101042 293
0.102083 277
0.103125 146
0.104167 235
0.105208 475
0.106250 2551
0.107292 154
0.108333 10
0.109375 584
0.110417 478
0.111458 -489
0.112500 -432
0.113542 -15
0.114583 -127
0.115625 -342
0.116667 -189
0.117708 -369
0.118750 -256
0.119792 -418
0.120833 -430
0.121875 -136
0.122917 -92
0.123958 -636
0.125000 -744
0.126042 37
0.127083 -3644
0.128125 1600
0.129167 2129
0.130208 -8304
0.131250 -1696
0.132292 8778
0.133333 5592
0.134375 -7145
0.135417 -5579
0.136458 3274
0.137500 -4088
0.138542 18383
0.139583 17177
0.140625 -15059
0.141667 -9105
0.142708 1856
0.143750 -5081
0.144792 18041
0.145833 18656
0.146875 -12528
0.147917 -8065
0.148958 2482
0.150000 -5956
0.151042 16899
0.152083 16962
0.153125 -10785
0.154167 -7087
0.155208 3078
0.156250 -7168
0.157292 17735
0.158333 23352
0.159375 -12626
0.160417 -9395
0.161458 2115
0.162500 -6701
0.163542 13070
0.164583 20507
0.165625 -11399
0.166667 -9887
0.167708 3020
0.168750 -6745
0.169792 8637
0.170833 19749
0.171875 -9159
0.172917 -10711
0.173958 4400
0.175000 3520
0.176042 -6638
0.177083 22618
0.178125 -7576
0.179167 -11936
0.180208 3131
0.181250 3940
0.182292 -5781
0.183333 20401
0.184375 -7026
0.185417 5989
0.186458 -10398
0.187500 4369
0.188542 -6811
0.189583 -7288
0.190625 22606
0.191667 16858
0.192708 -14330
0.193750 4149
0.194792 -5835
0.195833 -6789
0.196875 16540
0.197917 16591
0.198958 -8579
0.200000 -6438
0.201042 2616
0.202083 -7072
0.203125 15013
0.204167 17174
0.205208 -7849
0.206250 -7679
0.207292 2200
0.208333 -6660
0.209375 8103
0.210417 15504
0.211458 -7149
0.212500 -8003
0.213542 1844
0.214583 2551
0.215625 -6081
0.216667 16940
0.217708 -2981
0.218750 5453
0.219792 -7910
0.220833 1883
0.221875 -5557
0.222917 -3905
0.223958 15936
0.225000 14789
0.226042 -7768
0.227083 3423
0.228125 -5220
0.229167 -6129
0.230208 14683
0.231250 15909
0.232292 -7132
0.233333 -7776
0.234375 2665
0.235417 -6252
0.236458 5754
0.237500 15479
0.238542 -5074
0.239583 -6687
0.240625 1673
0.241667 1923
0.242708 -5437
0.243750 16131
0.244792 -5229
0.245833 5929
0.246875 -8432
0.247917 2167
0.248958 -5332
0.250000 -5087
0.251042 12859
0.252083 11114
0.253125 -6394
0.254167 -4529
0.255208 1725
0.256250 -5506
0.257292 6199
0.258333 11658
0.259375 -5691
0.260417 -6366
0.261458 3280
0.262500 2690
